probe_id	chromosome	position	VALUE
ID_3446_RP11_320J20	12	15533282	-0.0654
ID_3447_RP11_323K15	7	17837901	0.3342
ID_3453_RP11_1069H13	15	90299483	-0.0274
ID_3456_GS_56_H22	3	197834819	-0.2164
ID_3457_GS_261_I1	8	144553808	0.1486
ID_3458_GS_74_G18	18	222950	-0.0451
ID_3459_GS_77_L23	8	110001	0.0162
ID_3460_GS_232_B23	1	60138	0.0797
ID_3461_GS_1011_O17	2	241390595	-0.0464
ID_3462_GS_963_K6	4	190030567	-0.2784
ID_3463_GS_164_D18	7	93793	0.3002
ID_3464_GS_124_5	15	101692274	-0.0988
ID_3465_GS_202_L17	17	200210	0.0706
ID_3466_GS_546_C11	19	394393	0.2099
ID_3467_GS_196_I5	6	107500	0.4636
ID_3468_GS_43_N6	9	60001	-0.0671
ID_3469_GS_908_H22	11	976146	0.2742
ID_3470_GS_2_H14	21	46605659	0.1829
ID_3474_GS_8_L3	2	390000	0.1182
ID_3475_GS_892_G20	2	60001	-0.0308
ID_3476_GS_36_P21	4	147628	-0.1351
ID_3477_GS_57_H24	6	170282215	-0.0044
ID_3478_GS_820_M16	14	105590367	0.0902
ID_3481_GS_68_F18	17	350209	-0.9971
ID_3482_GS_225_F6	X	153798786	-0.2304
ID_3483_RG_191_K2	16	60003	0.1346
ID_3484_GS_489_D14	8	144519125	-0.0588
ID_3485_GS_137_E24	10	133523617	-0.1508
ID_3486_GS_496_A11	12	736361	0.2766
ID_3488_GS_167_K11	1	248560658	0.0126
ID_3489_GS_31_J3	4	190053696	0.0156
ID_3490_GS_160_H23	1	248588885	0.2482
ID_3491_GS_196_F4	3	197170922	0.0952
ID_3492_GS_62_L11	6	240997	0.5152
ID_3493_GS_1_L16	13	114266423	0.1492
ID_3494_GS_121_L4	16	60003	0.2032
ID_3495_GS_52_M11	18	60001	0.0942
ID_3496_GS_200_D12	14	106012772	0.0679
ID_3497_GS_580_L5	8	110001	-0.0098
ID_3498_GS_306_F7	10	276401	0.1796
ID_3499_GS_98_C4	X	609265	0.4309
ID_3500_RP11_352D15	19	20961267	-0.0051
ID_3502_GS_118_B13	4	60108	-0.0464
ID_3503_RG_41_L13	9	60190	0.0416
ID_3504_GS_62_L8	1	60138	0.4269
ID_3505_GS_1186_B18	3	243285	-0.0681
ID_3506_GS_240_G13	5	181339310	0.2202
ID_3507_GS_163_C9	13	113622733	1.7612
ID_3508_GS_154_P1	15	101386003	0.0502
ID_3512_GS_3_K23	7	158919654	0.3609
ID_3513_GS_99_K24	22	50558625	0.2799
ID_2913_CTD_2547N9	19	8627829	0.4522
